name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp,rating,contentRatingLevel,year
Big Momma's House ,"5.1 based on 66,833 user ratings",2000-06-02,Raja Gosnell,"Martin Lawrence,Nia Long,Paul Giamatti",33,NA,NA,4,"female-impersonation,gender-disguise,obesity,disguise,fbi","Action,Comedy,Crime","Rated PG-13 for crude humor including sexual innuendo, and for language and some violence","USA,Germany",English,30000000,25661041(USA),117559438,99,Color,1.85:1,5.1,PG-13,2000
The Gift ,"6.7 based on 51,960 user ratings",2001-01-19,Sam Raimi,"Cate Blanchett,Katie Holmes,Keanu Reeves",62,NA,NA,1,"pond,abusive-husband,clairvoyant,widow,corpse","Drama,Fantasy,Horror,Mystery","Rated R for violence, language, and sexuality/nudity",USA,English,10000000,11827(USA),11994719,112,Color,1.85:1,6.7,R,2001
The Exciting Life of a Tree ,6.5 based on 208 user ratings,2000-11-22,NA,NA,NA,NA,NA,NA,independent-film,"Animation,Short",NA,USA,English,NA,NA,NA,6,Color,NA,6.5,NA,2000
Waking the Dead ,"6.7 based on 5,957 user ratings",2000-03-24,Keith Gordon,"Billy Crudup,Bill Haugland,Nelson Landrieu",59,NA,NA,NA,"female-nudity,father-daughter-relationship,democratic-party,brother-sister-relationship,brother-brother-relationship","Drama,Mystery,Romance,Thriller",Rated R for sexuality and language,"USA,Canada",English,8500000,150422(USA),327418,105,Color,1.85:1,6.7,R,2000
Titus ,"7.3 based on 17,279 user ratings",2000-02-11,Julie Taymor,"Anthony Hopkins,Jessica Lange,Osheen Jones",57,NA,NA,NA,"pubic-hair,male-pubic-hair,shakespeare-play,reference-to-william-shakespeare,male-nudity","Drama,History,Thriller",Rated R for strong violent and sexual images,"Italy,USA,UK","English,Latin",NA,22313(USA),1921350,162,Color,2.35:1,7.3,R,2000
Shanghai Noon ,"6.6 based on 96,498 user ratings",2000-05-26,NA,NA,77,NA,NA,4,"princess,rescue,chinese,travel,19th-century","Action,Adventure,Comedy,Western","Rated PG-13 for action violence, some drug humor, language and sensuality","USA,Hong Kong","English,Mandarin,Sioux,Spanish",55000000,19647065(USA),56932305,110,Color,2.35:1,6.6,PG-13,2000
Bring It On ,"5.9 based on 70,021 user ratings",2000-08-25,NA,NA,52,NA,NA,1,"championship,cheerleading,high-school,teenage-romance,teen-comedy","Comedy,Sport",Rated PG-13 for sex-related material and language,USA,English,10000000,17362105(USA),68353550,98,Color,1.85:1,5.9,PG-13,2000
Nurse Betty ,"6.3 based on 30,099 user ratings",2000-09-08,Neil LaBute,"Renée Zellweger,Morgan Freeman,Chris Rock",69,NA,NA,NA,"soap-opera,salesman,kansas-city,obsession,hospital","Comedy,Crime,Drama","Rated R for strong violence, pervasive language and a scene of sexuality","Germany,USA","English,Spanish",24000000,£69723(UK),25167270,110,Color,2.35:1,6.3,R,2000
The Big Kahuna ,"6.7 based on 12,070 user ratings",2000-05-19,John Swanbeck,"Kevin Spacey,Danny DeVito,Peter Facinelli",56,NA,NA,NA,"salesman,convention,lubricant,hotel,single-set-production","Drama,Comedy",Rated R for language,USA,English,NA,80957(USA),3150107,90,Color,1.85:1,6.7,R,2000
Reindeer Games ,"5.7 based on 31,068 user ratings",2000-02-25,NA,NA,37,NA,NA,4,"casino,christmas,girlfriend,christmas-season,release-from-prison","Action,Adventure,Crime,Drama,Family,Fantasy,Romance,Thriller","Rated R for strong violence, language and sexuality",USA,English,34000000,8128356(USA),23360779,104,Color,2.35:1,5.7,R,2000
Hanging Up ,"4.7 based on 10,115 user ratings",2000-02-18,Diane Keaton,"Diane Keaton,Meg Ryan,Lisa Kudrow",33,NA,NA,NA,"soap-opera-actress,magazine,party-planner,actress,clown-costume","Comedy,Drama",Rated PG-13 for language and some sex-related material,"Germany,USA",English,60000000,15710411(USA),36037909,94,Color,1.85:1,4.7,PG-13,2000
Takedown ,"6.3 based on 5,894 user ratings",2000-03-15,NA,NA,NA,NA,NA,NA,"computer,hacker,computer-hacker,foreplay,kissing","Crime,Drama,Thriller",Rated R for language and some sexual content,USA,English,NA,NA,NA,NA,Color,1.85:1,6.3,R,2000
Titan A.E. ,"6.6 based on 52,191 user ratings",2000-06-16,NA,NA,48,NA,NA,3,"alien,escape,pilot,captain,scientist","Animation,Action,Adventure,Family,Sci-Fi","Rated PG for action violence, mild sensuality and brief language",USA,"English,Mandarin",75000000,9376845(USA),22751979,94,Color,2.35:1,6.6,PG,2000
Freestyle: The Art of Rhyme ,7.7 based on 448 user ratings,2000-04-14,Kevin Fitzgerald,"Muhammad Ali,Planet Asia,Bahamadia",63,NA,NA,NA,"hip-hop,freestyle,battle,underground,live-performance","Documentary,Music",NA,USA,English,NA,4842(USA),11255,60,Black and White,NA,7.7,NA,2000
The Weight of Water ,"6.0 based on 7,645 user ratings",2002-07-31,Kathryn Bigelow,"Catherine McCormack,Sean Penn,Sarah Polley",45,NA,NA,NA,"murder,photographer,newspaper,axe-murder,jealousy","Crime,Drama,Mystery,Thriller","Rated R for violence, sexuality/nudity, and brief language","USA,France",English,16000000,45888(USA),102622,NA,Color,1.85:1,6.0,R,2002
Batman Beyond: Return of the Joker ,"7.9 based on 16,513 user ratings",2001-03-07,Curt Geda,"Will Friedle,Mark Hamill,Kevin Conroy",NA,NA,NA,NA,"batman,clown,mentor,twin,secret","Animation,Action,Crime,Sci-Fi,Thriller",Rated PG-13 for violence,USA,English,NA,NA,NA,73,Color,1.33:1,7.9,PG-13,2001
Sunset Strip ,"5.7 based on 1,261 user ratings",2000-08-18,Adam Collis,"Simon Baker,Anna Friel,Nick Stahl",33,NA,NA,NA,"hollywood,sunset-strip,songwriter,sex,record-producer","Comedy,Drama","Rated R for sexuality, language and drug content",USA,English,NA,3926(USA),3926,90,Color,1.85:1,5.7,R,2000
Happy Accidents ,"7.3 based on 8,383 user ratings",2001-09-12,Brad Anderson,"Marisa Tomei,Vincent D'Onofrio,Marty Davey",60,NA,NA,NA,"therapist,flashback,changing-the-future,global-warming,dubuque-iowa","Comedy,Romance",Rated R for language,USA,English,NA,14840(USA),688510,110,Color,1.85:1,7.3,R,2001
Bounce ,"5.7 based on 17,510 user ratings",2000-11-17,Don Roos,"Ben Affleck,Gwyneth Paltrow,Natasha Henstridge",52,NA,NA,NA,"love,widow,airport,friend,sports-ticket","Drama,Romance",Rated PG-13 for some language and sensuality,USA,English,35000000,11423716(USA),36779296,106,Color,1.85:1,5.7,PG-13,2000
The Road to El Dorado ,"6.9 based on 58,119 user ratings",2000-03-31,"Bibo Bergeron,Don Paul","Kevin Kline,Kenneth Branagh,Rosie Perez",51,NA,NA,2,"implied-sex,adventurer,el-dorado,high-priest,gold","Animation,Adventure,Comedy,Family,Romance",Rated PG for mild thematic material and language,USA,English,95000000,12846652(USA),50802661,89,Color,1.85:1,6.9,PG,2000
George Washington ,"7.5 based on 6,233 user ratings",2001-09-28,NA,NA,82,NA,NA,NA,"small-town,cover-up,teenager,redemption,north-carolina",Drama,NA,USA,English,42000,13335(USA),241816,89,Color,2.35:1,7.5,NA,2001
Bedazzled ,"6.0 based on 81,807 user ratings",2000-10-20,Harold Ramis,"Brendan Fraser,Elizabeth Hurley,Frances O'Connor",49,NA,NA,2,"soul,devil,dream,wish,contract","Comedy,Fantasy,Romance","Rated PG-13 for sex-related humor, language and some drug content","USA,Germany","English,Spanish,Russian",48000000,13106526(USA),37879996,93,Color,2.35:1,6.0,PG-13,2000
Little Nicky ,"5.3 based on 80,516 user ratings",2000-11-10,Steven Brill,"Adam Sandler,Patricia Arquette,Harvey Keitel",38,NA,NA,3,"hell,the-devil,devil,flask,angel","Comedy,Fantasy","Rated PG-13 for crude sexual humor, some drug content, language and thematic material",USA,English,80000000,16063904(USA),39442871,90,Color,1.85:1,5.3,PG-13,2000
Dracula 2000 ,"4.9 based on 27,352 user ratings",2000-12-22,Patrick Lussier,"Gerard Butler,Justine Waddell,Jonny Lee Miller",26,NA,NA,4,"van-helsing,dracula,painting,rescue,gothic","Action,Fantasy,Horror,Thriller","Rated R for violence/gore, language and some sexuality",USA,English,28000000,8636567(USA),33000377,99,Color,2.35:1,4.9,R,2000
Dancing at the Blue Iguana ,"5.8 based on 3,176 user ratings",2001-10-11,NA,NA,41,NA,NA,NA,"strip-club,russian,hitman,backstage,poetry","Drama,Mystery","Rated R for pervasive sexual content/nudity, language, some drug content and brief violence",USA,"English,Russian",NA,30181(USA),30181,123,Color,1.85:1,5.8,R,2001
Scream 3 ,"5.5 based on 98,368 user ratings",2000-02-04,Wes Craven,"David Arquette,Neve Campbell,Courteney Cox",56,NA,NA,2,"murder,survivor,ghostface,death,scream","Horror,Mystery",Rated R for strong horror violence and language,USA,English,40000000,34713342(USA),89138076,116,Color,2.35:1,5.5,R,2000
102 Dalmatians ,"4.8 based on 26,362 user ratings",2000-11-22,NA,NA,35,NA,NA,NA,"prison,dog,parole,parole-officer,puppy","Adventure,Comedy,Family",NA,"USA,UK",English,85000000,19883351(USA),66941559,100,Color,1.85:1,4.8,NA,2000
Big Eden ,"7.4 based on 3,324 user ratings",2000-04-18,Thomas Bezucha,"Arye Gross,Eric Schweig,Tim DeKay",59,NA,NA,NA,"montana,general-store,store,artist,unrequited-love","Drama,Romance",Rated PG-13 for some mature thematic material,USA,English,NA,26198(USA),503796,117,Color,1.85:1,7.4,PG-13,2000
The Contender ,"7.0 based on 20,433 user ratings",2000-10-13,Rod Lurie,"Joan Allen,Gary Oldman,Jeff Bridges",59,NA,NA,NA,"president,vice-president,governor,bridge,political-thriller","Drama,Thriller",Rated R for strong sexual content and language,"USA,Germany,UK",English,20000000,5363900(USA),17804273,126,Color,1.85:1,7.0,R,2000
Spike and Mike's Sick and Twisted Festival of Animation Volume 7 ,7.3 based on 13 user ratings,2000-06-06,"Q. Allan Brocka,Gregory Ecklund",NA,NA,NA,NA,NA,"gay,independent-film","Animation,Comedy",NA,USA,English,NA,NA,NA,NA,Color,NA,7.3,NA,2000
Angela's Ashes ,"7.3 based on 16,986 user ratings",2000-01-21,Alan Parker,"Emily Watson,Robert Carlyle,Joe Breen",54,NA,NA,NA,"irish,limerick,ira,drink,prejudice",Drama,Rated R for sexual content and some language,"USA,Ireland",English,25000000,54628(USA),13038660,145,Color,1.85:1,7.3,R,2000
Get Your Stuff ,5.8 based on 517 user ratings,2000-06-17,NA,NA,NA,NA,NA,NA,"gay,gay-couple,alcoholic-mother,couples-counselling,bouquet","Comedy,Drama",NA,USA,English,NA,NA,NA,93,Color,1.78:1,5.8,NA,2000
Best in Show ,"7.5 based on 45,794 user ratings",2000-10-20,Christopher Guest,"Fred Willard,Eugene Levy,Catherine O'Hara",78,NA,NA,2,"dog-show,gay,gay-couple,gay-character,gay-interest",Comedy,Rated PG-13 for language and sex-related material,USA,English,6000000,413436(USA),18621249,90,Color,1.85:1,7.5,PG-13,2000
28 Days ,"6.0 based on 34,561 user ratings",2000-04-14,Betty Thomas,"Sandra Bullock,Viggo Mortensen,Dominic West",46,NA,NA,3,"wedding,car-accident,vomiting,box-office-hit,12-step-program","Comedy,Drama","Rated PG-13 for mature thematic elements involving substance abuse, language and some sensuality",USA,English,43000000,10310672(USA),37035515,103,Color,1.37:1,6.0,PG-13,2000
All the Pretty Horses ,"5.8 based on 11,371 user ratings",2000-12-25,Billy Bob Thornton,"Matt Damon,Penélope Cruz,Henry Thomas",55,NA,NA,NA,"texas,mexico,cowboy,1940s,railway-station","Drama,Romance,Western",Rated PG-13 for violence and some sexuality,USA,"English,Spanish",57000000,4860556(USA),15527125,116,Color,2.35:1,5.8,PG-13,2000
Animal Factory ,"6.6 based on 10,627 user ratings",2000-08-01,Steve Buscemi,"Willem Dafoe,Edward Furlong,Danny Trejo",65,NA,NA,NA,"prison,marijuana,gang,drugs,prison-cell","Crime,Drama","Rated R for strong language, violence and drug use",USA,English,NA,5746(USA),43805,94,Color,1.78:1,6.6,R,2000
The Way of the Gun ,"6.7 based on 27,508 user ratings",2000-09-08,Christopher McQuarrie,"Ryan Phillippe,Benicio Del Toro,Juliette Lewis",49,NA,NA,NA,"criminal,surrogate-mother,money,gangster,drifter","Action,Crime,Drama,Thriller","Rated R for strong violence/gore, language and some sexuality",USA,"English,Spanish",8500000,2150979(USA),6047856,119,Color,1.85:1,6.7,R,2000
The Broken Hearts Club: A Romantic Comedy ,"7.0 based on 6,072 user ratings",2000-10-20,Greg Berlanti,"Timothy Olyphant,Dean Cain,Zach Braff",51,NA,NA,NA,"gay,friend,restaurant,photographer,lesbian","Comedy,Drama,Romance,Sport",NA,USA,English,1000000,109694(USA),1744858,94,Color,2.35:1,7.0,NA,2000
Romeo Must Die ,"6.1 based on 56,952 user ratings",2000-03-22,Andrzej Bartkowiak,"Jet Li,Aaliyah,Isaiah Washington",52,NA,NA,4,"death,prison,hong-kong,kung-fu,waterfront","Action,Crime,Thriller","Rated R for violence, some language and brief nudity",USA,"English,Chinese",25000000,18014503(USA),55973336,115,Color,2.35:1,6.1,R,2000
Buzz Lightyear of Star Command: The Adventure Begins ,"6.1 based on 2,873 user ratings",2000-08-08,NA,NA,NA,NA,NA,NA,"alien,partner,buzz-lightyear,galaxy,battle","Animation,Action,Adventure,Comedy,Family,Sci-Fi",NA,USA,English,NA,NA,NA,70,Color,1.78:1,6.1,NA,2000
Urbania ,"7.0 based on 2,742 user ratings",2001-08-09,NA,NA,73,NA,NA,NA,"new-york,needle,tourist,hot-dog-bun,rat",Drama,"Rated R for strong violent and sexual content, including related dialogue, and for language and some drug use",USA,English,225000,72129(USA),1027119,103,Color,1.85:1,7.0,R,2001
Woman on Top ,"5.3 based on 8,524 user ratings",2000-09-22,Fina Torres,"Penélope Cruz,Murilo Benício,Harold Perrineau",41,NA,NA,NA,"motion-sickness,food,cross-dresser,restaurant,friend","Comedy,Fantasy,Romance",Rated R for some strong sexuality and language,USA,"English,Portuguese",8000000,2008191(USA),5018450,92,Color,2.35:1,5.3,R,2000
Terror Tract ,"6.0 based on 1,383 user ratings",2001-06-27,NA,NA,NA,NA,NA,NA,"house,real-estate-agent,suburb,anthology,murder","Comedy,Horror,Romance,Thriller","Rated R for violence/gore, a scene of sexuality and some language",USA,English,1000000,NA,NA,96,Color,1.85:1,6.0,R,2001
Duets ,"6.0 based on 8,204 user ratings",2000-09-15,Bruce Paltrow,"Huey Lewis,Gwyneth Paltrow,Paul Giamatti",40,NA,NA,NA,"karaoke,singer,convict,salesman,middle-america","Comedy,Drama,Music",Rated R for language and some sexuality,USA,English,15000000,2002588(USA),4734235,112,Color,1.85:1,6.0,R,2000
Cirque du Soleil: Journey of Man ,7.1 based on 576 user ratings,2000-05-05,NA,NA,55,NA,NA,NA,"love,acrobat,underwater,swimmer,garden","Short,Drama,Family,Fantasy,Musical",NA,USA,English,NA,49837(USA),15186747,39,Color,1.44:1,7.1,NA,2000
Dolphins ,7.3 based on 398 user ratings,2000-04-14,Greg MacGillivray,"Pierce Brosnan,Alejandro Acevedo-Gutiérrez,Dean Bernal",NA,NA,NA,NA,"dolphin,imax,ocean,imax-version,diving","Documentary,Short",NA,USA,English,7200000,NA,NA,39,Color,1.44:1,7.3,NA,2000
The Tigger Movie ,"6.3 based on 13,290 user ratings",2000-02-11,Jun Falkenstein,"Jim Cummings,Nikita Hopkins,Ken Sansom",53,NA,NA,NA,"tigger,coming-of-age,title-directed-by-female,cartoon-tiger,tiger","Animation,Comedy,Drama,Family,Musical",NA,"USA,Japan",English,30000000,9427532(USA),45542421,77,Color,1.78:1/(highdefinition),6.3,NA,2000
Tigerland ,"7.0 based on 33,372 user ratings",2001-05-24,Joel Schumacher,"Colin Farrell,Matthew Davis,Clifton Collins Jr.",55,NA,NA,NA,"platoon,recruit,infantry,vietnam,sergeant","Drama,War","Rated R for violence, pervasive language, a scene of strong sexuality and some drug use","USA,Germany",English,10000000,26715(USA),139500,101,Color,1.85:1,7.0,R,2001
Rejected ,"8.2 based on 6,254 user ratings",2000-07-25,NA,NA,NA,NA,NA,NA,"tearing-up-paper,rejection,fish-stick,disaster,crushed-to-death","Animation,Short,Comedy,Fantasy",NA,USA,"English,Swedish",NA,NA,NA,9,Color,1.37:1,8.2,NA,2000
Songcatcher ,"7.3 based on 2,794 user ratings",2001-07-27,Maggie Greenwald,"Janet McTeer,Michael Davis,Michael Goodwin",63,NA,NA,NA,"song,mountain,university,musician,doctor","Drama,Music",Rated PG-13 for sexual content and an intense scene of childbirth,USA,English,1800000,41967(USA),3050934,109,Color,1.85:1,7.3,PG-13,2001
The Replacements ,"6.5 based on 48,272 user ratings",2000-08-11,Howard Deutch,"Keanu Reeves,Gene Hackman,Brooke Langton",30,NA,NA,2,"strike,coach,football-player,misfits,sumo-wrestler","Comedy,Sport",Rated PG-13 for some crude sexual humor and language,USA,"English,American Sign Language",50000000,11039214(USA),44737059,118,Color,1.85:1,6.5,PG-13,2000
Beastie Boys: Video Anthology ,8.4 based on 878 user ratings,2000-11-21,NA,NA,NA,NA,NA,NA,"music-video-collection,music-video,title-directed-by-female,white-rapper,rap","Documentary,Music",NA,USA,English,NA,NA,NA,NA,Black and White,1.33:1,8.4,NA,2000
Totally Nude Aerobics ,6.7 based on 151 user ratings,2000-04-02,NA,NA,NA,NA,NA,NA,"female-full-frontal-nudity,female-pubic-hair,exercise,aerobics,scantily-clad-female","Music,Reality-TV",NA,"USA,Canada",English,NA,NA,NA,120,Color,1.33:1,6.7,NA,2000
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty ,8.6 based on 414 user ratings,2001-12-12,NA,NA,NA,NA,NA,NA,"home-movie,experimental-film,ballet,violin,1980s","Documentary,Biography",NA,USA,English,NA,NA,NA,288,Color,1.37:1,8.6,NA,2001
"Dude, Where's My Car? ","5.5 based on 116,496 user ratings",2000-12-15,NA,NA,30,NA,NA,2,"transsexual,gay-kiss,bare-chested-male,lesbian-kiss,homoeroticism","Comedy,Mystery",Rated PG-13 for language and some sex and drug-related humor,USA,"English,Japanese,French",13000000,13845914(USA),46729374,83,Color,1.37:1,5.5,PG-13,2000
The Yards ,"6.4 based on 16,195 user ratings",2000-10-27,James Gray,"Mark Wahlberg,Joaquin Phoenix,Charlize Theron",58,NA,NA,3,"female-nudity,best-friend,friend,corruption,fall-to-death","Crime,Drama,Romance,Thriller","Rated R for language, violence and a scene of sexuality",USA,"English,Spanish",24000000,57339(USA),882710,115,Color,2.35:1,6.4,R,2000
The Brainiacs.com ,5.5 based on 271 user ratings,2000-12-22,NA,NA,NA,NA,NA,NA,"internet-domain-in-title,independent-film","Comedy,Family",NA,USA,English,NA,NA,NA,101,Color,NA,5.5,NA,2000
Love & Basketball ,"7.2 based on 14,280 user ratings",2000-04-21,Gina Prince-Bythewood,"Sanaa Lathan,Omar Epps,Glenndon Chatman",70,NA,NA,4,"basketball-movie,title-directed-by-female,female-basketball-player,high-school,nba","Drama,Romance,Sport",Rated PG-13 for sexuality and language,USA,"English,Spanish",15000000,8139180(USA),27441122,124,Color,1.85:1,7.2,PG-13,2000
Dungeons & Dragons ,"3.7 based on 27,637 user ratings",2000-12-08,Courtney Solomon,"Justin Whalin,Jeremy Irons,Zoe McLellan",14,NA,NA,3,"scepter,empress,empire,mage,dragon","Action,Adventure,Comedy,Fantasy",Rated PG-13 for fantasy action violence,"USA,Czech Republic,Canada",English,45000000,7237422(USA),15185241,107,Color,1.85:1,3.7,PG-13,2000
Searching for Debra Winger ,6.4 based on 988 user ratings,2002-07-13,Rosanna Arquette,"Patricia Arquette,Rosanna Arquette,Emmanuelle Béart",NA,NA,NA,NA,"interview,actress,stereotyping,title-directed-by-female,girl",Documentary,Rated R for language,USA,English,600000,NA,NA,97,Color,NA,6.4,R,2002
