Rank,RatingTomatometer,Title,No..of.Reviews,year,html_suffix
84,79%,District B13 (Banlieue 13) (2006),112,2006,/m/district_b13/
85,79%,Why We Fight (2006),112,2006,/m/1155622-why_we_fight/
86,76%,The Devil Wears Prada (2006),188,2006,/m/the_devil_wears_prada/
87,76%,The Prestige (2006),188,2006,/m/prestige/
88,80%,Riding Alone for Thousands of Miles (2006),75,2006,/m/riding_alone_for_thousands_of_miles/
89,81%,Taxidermia (2006),47,2006,/m/taxidermia/
90,76%,Rocky Balboa (2006),176,2006,/m/rocky_balboa/
91,73%,V for Vendetta (2006),238,2006,/m/v_for_vendetta/
92,76%,Catch a Fire (2006),143,2006,/m/catch_a_fire/
93,74%,Cars (2006),196,2006,/m/cars/
94,75%,Over the Hedge (2006),168,2006,/m/over_the_hedge/
95,76%,Transamerica (2006),135,2006,/m/transamerica/
96,75%,Happy Feet (2006),161,2006,/m/happy_feet/
97,79%,Le Petit Lieutenant (2006),53,2006,/m/le_petit_lieutenant/
98,74%,The Illusionist (2006),187,2006,/m/illusionist/
99,79%,Ghosts of Cité Soleil (2006),52,2006,/m/ghosts_of_cite_soleil/
100,77%,The U.S. vs. John Lennon (2006),96,2006,/m/us_vs_john_lennon/
1,96%,Ratatouille (2007),241,2007,/m/ratatouille/
2,100%,Taxi to the Dark Side (2007),91,2007,/m/taxi_to_the_dark_side/
3,93%,No Country for Old Men (2007),269,2007,/m/no_country_for_old_men/
4,97%,Once (2007),155,2007,/m/once/
5,93%,The Bourne Ultimatum (2007),258,2007,/m/bourne_ultimatum/
6,98%,The Band's Visit (2007),115,2007,/m/the_bands_visit/
7,96%,Persepolis (2007),153,2007,/m/persepolis/
8,94%,Juno (2007),207,2007,/m/juno/
9,96%,"4 Months, 3 Weeks and 2 Days (2007)",134,2007,/m/4_months_3_weeks_and_2_days/
10,97%,The King of Kong: A Fistful of Quarters (2007),99,2007,/m/king_of_kong/
11,94%,Gone Baby Gone (2007),174,2007,/m/gone_baby_gone/
12,98%,Ten Canoes (2007),63,2007,/m/ten_canoes/
13,94%,The Diving Bell and the Butterfly (2007),164,2007,/m/the_diving_bell_and_the_butterfly_2007/
14,98%,The Devil Came on Horseback (2007),52,2007,/m/devil_came_on_horseback/
15,93%,Enchanted (2007),187,2007,/m/enchanted/
16,98%,For the Bible Tells Me So (2007),48,2007,/m/for_the_bible_tells_me_so/
17,98%,Surfwise (2007),45,2007,/m/surfwise/
18,97%,Killer of Sheep (2007),71,2007,/m/killer_of_sheep/
19,98%,Grbavica (2007),43,2007,/m/grbavica/
20,98%,The Life of Reilly (2007),42,2007,/m/10006630-life_of_reilly/
21,96%,No End in Sight (2007),94,2007,/m/no_end_in_sight/
22,94%,Away From Her (2007),142,2007,/m/away_from_her/
23,95%,In the Shadow of the Moon (2007),110,2007,/m/1174399-in_the_shadow_of_the_moon/
24,91%,There Will Be Blood (2007),216,2007,/m/there_will_be_blood/
25,91%,Hairspray (2007),215,2007,/m/hairspray/
26,90%,Knocked Up (2007),241,2007,/m/knocked_up/
27,91%,Sicko (2007),211,2007,/m/sicko/
28,94%,The Counterfeiters (2007),122,2007,/m/the_counterfeiters_2007/
29,93%,The Host (2007),147,2007,/m/the_host_2007/
30,91%,Hot Fuzz (2007),199,2007,/m/hot_fuzz/
31,94%,Encounters at the End of the World (2007),108,2007,/m/1194818-encounters_at_the_end_of_the_world/
32,96%,Up the Yangtze (2007),51,2007,/m/up_the_yangtze/
33,96%,Triad Election (Hak se wui yi wo wai kwai) (2007),48,2007,/m/election_2/
34,96%,Nanking (2007),47,2007,/m/nanking/
35,96%,"A fost sau n-a fost?, (12:08 East of Bucharest) (2007)",47,2007,/m/1208_east_of_bucharest/
36,89%,Zodiac (2007),234,2007,/m/zodiac/
37,94%,My Winnipeg (2007),86,2007,/m/1195800-my_winnipeg/
38,90%,Michael Clayton (2007),196,2007,/m/michael_clayton/
39,94%,My Kid Could Paint That (2007),82,2007,/m/my_kid_could_paint_that/
40,91%,Rescue Dawn (2007),161,2007,/m/rescue_dawn/
41,89%,3:10 to Yuma (2007),213,2007,/m/310_to_yuma/
42,93%,This Is England (2007),89,2007,/m/this_is_england/
43,93%,U2 3D (2007),87,2007,/m/u2_3d/
44,89%,Eastern Promises (2007),194,2007,/m/eastern_promises/
45,88%,The Simpsons Movie (2007),220,2007,/m/simpsons_movie/
46,94%,Lake of Fire (2007),54,2007,/m/lake_of_fire/
47,88%,Superbad (2007),203,2007,/m/superbad/
48,89%,Waitress (2007),170,2007,/m/waitress/
49,89%,The Savages (2007),166,2007,/m/savages/
50,91%,The Italian (2007),93,2007,/m/italian/
51,92%,An Unreasonable Man (2007),60,2007,/m/unreasonable_man/
52,88%,Before the Devil Knows You're Dead (2007),168,2007,/m/before_the_devil_knows_youre_dead/
53,91%,O' Horten (2007),85,2007,/m/ohorten/
54,86%,Sweeney Todd: The Demon Barber of Fleet Street (2007),222,2007,/m/sweeney_todd_the_demon_barber_of_fleet_street_2007/
55,92%,La Graine et le Mulet (The Secret of the Grain) (Couscous) (2007),50,2007,/m/10009066-la_graine_et_le_mulet/
56,91%,God Grew Tired Of Us (2007),70,2007,/m/god_grew_tired_of_us/
57,87%,The Orphanage (2007),174,2007,/m/the_orphanage/
58,87%,The Lookout (2007),166,2007,/m/lookout/
59,91%,Shotgun Stories (2007),44,2007,/m/shotgun_stories/
60,89%,Red Road (2007),87,2007,/m/red_road/
61,88%,The Wind That Shakes the Barley (2007),113,2007,/m/wind_that_shakes_the_barley/
62,90%,Must Read After My Death (2007),49,2007,/m/must-read-after-my-death/
63,89%,Auf der Anderen Seite (The Edge of Heaven) (On the Other Side) (2007),74,2007,/m/1193111-edge_of_heaven/
64,88%,Young@Heart (2007),100,2007,/m/youngheart/
65,89%,Joe Strummer: The Future Is Unwritten (2007),63,2007,/m/joe_strummer_the_future_is_unwritten/
66,87%,Paris Je T'aime (2007),112,2007,/m/paris_je_taime/
67,89%,Alexandra (2007),56,2007,/m/10008234-alexandra/
68,87%,Control (2007),111,2007,/m/control/
69,85%,Bridge to Terabithia (2007),157,2007,/m/bridge_to_terabithia/
70,88%,Roman de gare (2007),74,2007,/m/roman_de_gare/
71,83%,Atonement (2007),209,2007,/m/atonement/
72,87%,Starting Out in the Evening (2007),98,2007,/m/starting_out_in_the_evening/
73,88%,Los Cronocr�menes (Timecrimes) (2007),69,2007,/m/time_crimes/
74,85%,The Hoax (2007),151,2007,/m/1159135-hoax/
75,84%,Breach (2007),176,2007,/m/breach/
76,86%,2 Days in Paris (2007),117,2007,/m/2_days_in_paris/
77,88%,Boy A (2007),58,2007,/m/boy-a/
78,83%,Grindhouse (2007),191,2007,/m/grindhouse/
79,88%,ShowBusiness: The Road to Broadway (2007),52,2007,/m/show_business/
80,88%,The Witnesses (2007),48,2007,/m/the_witnesses_2007/
81,88%,The Real Dirt on Farmer John (2007),42,2007,/m/the_real_dirt_on_farmer_john_2007/
82,88%,Syndromes and a Century (2007),42,2007,/m/syndromes_and_a_century/
83,82%,Live Free or Die Hard (2007),206,2007,/m/live_free_or_die_hard/
84,87%,Into Great Silence (2007),63,2007,/m/into_great_silence/
85,87%,Mio Fratello è Figlio Unico (My Brother Is an Only Child) (2007),61,2007,/m/mio_fratello_e_figlio_unico/
86,82%,Charlie Wilson's War (2007),195,2007,/m/charlie_wilsons_war/
87,82%,Into the Wild (2007),193,2007,/m/into_the_wild/
88,84%,Rocket Science (2007),110,2007,/m/rocket_science/
89,86%,When the Road Bends: Tales of a Gypsy Caravan (2007),50,2007,/m/gypsy_caravan_when_the_road_bends/
90,80%,American Gangster (2007),209,2007,/m/american_gangster/
91,86%,L' Avocat de la Terreur (Terror's Advocate) (2007),42,2007,/m/10008699-terrors_advocate/
92,78%,Harry Potter and the Order of the Phoenix (2007),244,2007,/m/harry_potter_and_the_order_of_the_phoenix/
93,85%,War Dance (2007),47,2007,/m/wardance/
94,82%,Talk to Me (2007),128,2007,/m/talk_to_me/
95,79%,A Mighty Heart (2007),192,2007,/m/mighty_heart/
96,81%,Lars and the Real Girl (2007),135,2007,/m/1175569-lars_and_the_real_girl/
97,84%,XXY (2007),43,2007,/m/xxy/
98,83%,Manufactured Landscapes (2007),60,2007,/m/manufactured_landscapes/
99,79%,1408 (2007),170,2007,/m/1408/
100,82%,Days of Glory (2007),85,2007,/m/days_of_glory_2007/
1,98%,The Wrestler (2008),220,2008,/m/the_wrestler/
2,94%,The Dark Knight (2008),317,2008,/m/the_dark_knight/
3,100%,Man on Wire (2008),154,2008,/m/man_on_wire/
4,96%,WALL-E (2008),244,2008,/m/wall_e/
5,98%,Let the Right One In (2008),177,2008,/m/let_the_right_one_in/
6,94%,Iron Man (2008),266,2008,/m/iron_man/
7,94%,Milk (2008),229,2008,/m/milk/
8,92%,Slumdog Millionaire (2008),267,2008,/m/slumdog_millionaire/
9,100%,Aruitemo Aruitemo (Still Walking) (2008),61,2008,/m/1216014-still_walking/
10,92%,Frost/Nixon (2008),248,2008,/m/frostnixon/
11,96%,Waltz with Bashir (2008),145,2008,/m/waltz_with_bashir/
12,95%,The Class (2008),151,2008,/m/the_class/
13,97%,35 Rhums (35 Shots of Rum) (2008),60,2008,/m/35_shots_of_rum/
14,97%,Burma VJ: Reporter i et Lukket Land (Burma VJ: Reporting from a Closed Country) (2008),60,2008,/m/burma-vj/
15,93%,Happy-Go-Lucky (2008),154,2008,/m/1195103-happy_go_lucky/
16,96%,"Bigger, Stronger, Faster* (2008)",75,2008,/m/bigger_stronger_faster_asterisk/
17,96%,Trouble the Water (2008),74,2008,/m/trouble_the_water/
18,96%,Les Plages d'Agn�s (The Beaches of Agnes) (2008),67,2008,/m/les-plages-dagnes/
19,96%,Chop Shop (2008),51,2008,/m/chop_shop/
20,96%,The Pool (2008),47,2008,/m/the_pool/
21,92%,Gomorrah (Gomorra) (2008),143,2008,/m/gomorrah/
22,92%,Sugar (2008),132,2008,/m/10009355-sugar/
23,94%,"Not Quite Hollywood: The Wild, Untold Story of Ozploitation! (2008)",63,2008,/m/not_quite_hollywood/
24,93%,Transsiberian (2008),81,2008,/m/transsiberian/
25,89%,Bolt (2008),177,2008,/m/bolt/
26,94%,Dear Zachary: A Letter to a Son About His Father (2008),50,2008,/m/1202867-dear_zachary/
27,92%,Caramel (2008),75,2008,/m/caramel/
28,92%,Ballast (2008),75,2008,/m/1197307-ballast/
29,85%,Hellboy II: The Golden Army (Hellboy 2) (2008),241,2008,/m/hellboy_2_the_golden_army/
30,87%,Kung Fu Panda (2008),179,2008,/m/kung_fu_panda/
31,89%,The Visitor (2008),116,2008,/m/10008820-visitor/
32,88%,Frozen River (2008),129,2008,/m/frozen_river/
33,86%,Ghost Town (2008),178,2008,/m/1190970-ghost_town/
34,88%,I've Loved You So Long (2008),123,2008,/m/ive_loved_you_so_long/
35,91%,Momma's Man (2008),45,2008,/m/10009419-mommas_man/
36,90%,Le fils de l'épicier (The Grocer's Son) (2008),58,2008,/m/grocers_son/
37,85%,Forgetting Sarah Marshall (2008),178,2008,/m/forgetting_sarah_marshall/
38,85%,Wendy and Lucy (2008),177,2008,/m/wendy_and_lucy/
39,87%,Shine a Light (2008),123,2008,/m/shine_a_light/
40,84%,Rachel Getting Married (2008),192,2008,/m/rachel_getting_married/
41,90%,24 City (Er shi si cheng ji) (2008),41,2008,/m/24_city/
42,84%,In Bruges (2008),185,2008,/m/in_bruges/
43,82%,Tropic Thunder (2008),234,2008,/m/tropic_thunder/
44,86%,Un Conte de Noël (A Christmas Tale) (2008),125,2008,/m/10009929-a_christmas_tale/
45,87%,Mongol (2008),99,2008,/m/mongol/
46,88%,I.O.U.S.A. (2008),64,2008,/m/i_o_u_s_a/
47,88%,Meduzot (Jellyfish) (2008),60,2008,/m/meduzot/
48,87%,Flammen & Citronen (Flame & Citron) (The Flame and the Lemon) (2008),70,2008,/m/flammen_and_citronen/
49,86%,Gonzo: The Life and Work of Hunter S. Thompson (2008),94,2008,/m/gonzo-the-life-and-work-of-dr-hunter-s-thompson/
50,88%,The Black Balloon (2008),41,2008,/m/black_balloon/
51,81%,Vicky Cristina Barcelona (2008),198,2008,/m/vicky_cristina_barcelona/
52,87%,Roman Polanski: Wanted and Desired (2008),47,2008,/m/roman_polanski_wanted_and_desired/
53,85%,Lorna's Silence (2008),94,2008,/m/lornas_silence/
54,85%,Der Baader Meinhof Komplex (The Baader Meinhof Complex) (2008),93,2008,/m/baader_meinhof_complex/
55,86%,In Search of a Midnight Kiss (2008),63,2008,/m/in_search_of_a_midnight_kiss/
56,82%,Two Lovers (2008),158,2008,/m/two_lovers/
57,79%,Burn After Reading (2008),228,2008,/m/burn_after_reading/
58,86%,Beaufort (2008),51,2008,/m/beaufort/
59,86%,Fifty Dead Men Walking (2008),50,2008,/m/1216067-fifty_dead_men_walking/
60,77%,Indiana Jones and the Kingdom of the Crystal Skull (2008),258,2008,/m/indiana_jones_and_the_kingdom_of_the_crystal_skull/
61,83%,JCVD (Van Dammage) (2008),102,2008,/m/jcvd/
62,78%,Doubt (2008),207,2008,/m/doubt/
63,80%,The Spiderwick Chronicles (2008),144,2008,/m/spiderwick_chronicles/
64,83%,Disgrace (2008),58,2008,/m/disgrace/
65,77%,Cloverfield (2008),199,2008,/m/cloverfield/
66,79%,The Bank Job (2008),143,2008,/m/1189844-the_bank_job/
67,81%,I Served the King of England (2008),85,2008,/m/i_served_the_king_of_england/
68,78%,Role Models (2008),157,2008,/m/role_models/
69,79%,Dr. Seuss' Horton Hears a Who! (2008),131,2008,/m/horton-hears-a-who2008/
70,80%,Ashes of Time Redux (2008),86,2008,/m/ashes_of_time_redux_2008/
71,77%,Appaloosa (2008),157,2008,/m/10008785-appaloosa/
72,80%,Chicago 10 (2008),82,2008,/m/chicago_10/
73,81%,Kirschblüten - Hanami (Cherry Blossoms) (2008),57,2008,/m/cherry_blossoms_hanami/
74,81%,Nothing But the Truth (2008),57,2008,/m/nothing_but_the_truth/
75,81%,Yella (2008),52,2008,/m/yella/
76,79%,Kit Kittredge: An American Girl (2008),98,2008,/m/kit_kittredge_an_american_girl/
77,81%,Flow: For Love of Water (2008),47,2008,/m/flow_for_love_of_water/
78,79%,Baghead (2008),94,2008,/m/baghead/
79,77%,Miss Pettigrew Lives for a Day (2008),143,2008,/m/miss_pettigrew_lives_for_a_day/
80,78%,Standard Operating Procedure (2008),101,2008,/m/standard_operating_procedure/
81,80%,Che: Part Two (Guerrilla) (2008),44,2008,/m/che_part_two/
82,80%,Un Secret (A Secret) (2008),44,2008,/m/un_secret/
83,72%,The Curious Case of Benjamin Button (2008),238,2008,/m/curious_case_of_benjamin_button/
84,74%,Nick and Norah's Infinite Playlist (2008),179,2008,/m/nick_and_norahs_infinite_playlist/
85,79%,Body of War (2008),42,2008,/m/body_of_war/
86,79%,Afterschool (2008),42,2008,/m/afterschool/
87,78%,Üç Maymun (Three Monkeys) (2008),58,2008,/m/three_monkeys/
88,72%,Wanted (2008),200,2008,/m/1174279-wanted/
89,75%,Elegy (2008),115,2008,/m/1194209-elegy/
90,77%,Water Lilies (2008),43,2008,/m/water_lilies/
91,76%,"OSS 117: Le Caire Nid d'Espions (OSS 117: Cairo, Nest of Spies) (2008)",58,2008,/m/1197120-oss_117_cairo_nest_of_spies/
92,75%,Tokyo! (2008),67,2008,/m/10010237-tokyo/
93,76%,Gunnin' for That #1 Spot (2008),41,2008,/m/gunnin_for_that_1_spot/
94,74%,La Fille Coupée en Deux (The Girl Cut in Two) (A Girl Cut in Two) (2008),84,2008,/m/girl_cut_in_two/
95,75%,$9.99 (2008),55,2008,/m/$9.99/
96,73%,When Did You Last See Your Father? (2008),97,2008,/m/when_did_you_last_see_your_father/
97,71%,"Definitely, Maybe (2008)",144,2008,/m/1174278-definitely_maybe/
98,73%,Under the Same Moon (2008),93,2008,/m/under_the_same_moon_2008/
99,69%,"Synecdoche, New York (2008)",182,2008,/m/synecdoche_new_york/
100,65%,Quantum of Solace (2008),280,2008,/m/quantum_of_solace/
1,98%,Up (2009),285,2009,/m/up/
2,98%,The Hurt Locker (2009),255,2009,/m/hurt_locker/
3,95%,Star Trek (2009),333,2009,/m/star_trek_11/
4,98%,Anvil! The Story of Anvil (2009),134,2009,/m/anvil_the_story_of_anvil/
5,100%,Afghan Star (2009),59,2009,/m/afghan_star/
6,92%,Drag Me to Hell (2009),254,2009,/m/drag_me_to_hell/
7,91%,Up in the Air (2009),269,2009,/m/up_in_the_air_2009/
8,90%,District 9 (2009),296,2009,/m/district_9/
9,94%,An Education (2009),180,2009,/m/an_education/
10,94%,In the Loop (2009),168,2009,/m/in_the_loop/
11,92%,Fantastic Mr. Fox (2009),225,2009,/m/1197696-fantastic_mr_fox/
12,96%,"Food, Inc. (2009)",106,2009,/m/food_inc/
13,89%,Inglourious Basterds (2009),306,2009,/m/inglourious_basterds/
14,98%,Avaze gonjeshk-ha (The Song of Sparrows) (2009),40,2009,/m/song_of_sparrows/
15,97%,Sweetgrass (2009),59,2009,/m/sweetgrass/
16,90%,Coraline (2009),257,2009,/m/coraline/
17,96%,Revanche (2009),81,2009,/m/10009738-revanche/
18,91%,Precious: Based on the Novel Push by Sapphire (2009),221,2009,/m/precious/
19,96%,Tulpan (2009),69,2009,/m/tulpan/
20,94%,The Cove (2009),125,2009,/m/1208882-cove/
21,91%,Crazy Heart (2009),200,2009,/m/crazy_heart/
22,96%,Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers (2009),55,2009,/m/daniel_ellsberg_doc/
23,95%,Good Hair (2009),81,2009,/m/good_hair/
24,96%,Somers Town (2009),52,2009,/m/somers_town/
25,94%,Goodbye Solo (2009),103,2009,/m/goodbye_solo/
26,92%,Ponyo (2009),159,2009,/m/ponyo/
27,93%,The Damned United (2009),128,2009,/m/damned_united/
28,95%,Crude (2009),64,2009,/m/10011003-crude/
29,89%,Zombieland (2009),237,2009,/m/zombieland/
30,95%,Mary and Max (2009),63,2009,/m/1209767-mary_and_max/
31,94%,Tokyo Sonata (Tokyo Sonata) (2009),84,2009,/m/tokyo_sonata/
32,95%,Of Time and the City (2009),55,2009,/m/of_time_and_the_city/
33,93%,L'Heure d'�té (Summer Hours) (2009),101,2009,/m/summer_hours/
34,94%,La Nana (The Maid) (2009),66,2009,/m/la_nana/
35,89%,Adventureland (2009),210,2009,/m/adventureland/
36,89%,A Serious Man (2009),209,2009,/m/a_serious_man/
37,94%,Katyn (2009),64,2009,/m/1207748-katyn/
38,94%,Under the Sea 3D (2009),48,2009,/m/1203291-under_the_sea_3d/
39,89%,Moon (2009),187,2009,/m/10009075-moon/
40,93%,"Yoo-hoo, Mrs. Goldberg (2009)",69,2009,/m/yoo_hoo_mrs_goldberg/
41,93%,Etz Limon (Lemon Tree) (2009),67,2009,/m/etz_limon/
42,92%,Every Little Step (2009),95,2009,/m/every_little_step/
43,89%,The Messenger (2009),157,2009,/m/10011016-messenger/
44,90%,Hunger (2009),120,2009,/m/1200841-hunger/
45,92%,Il Divo (2009),48,2009,/m/il_divo/
46,90%,Maria Larssons eviga ögonblick (Everlasting Moments) (Maria Larsson's Everlasting Moment) (2009),100,2009,/m/everlasting_moments/
47,86%,500 Days of Summer (2009),215,2009,/m/500_days_of_summer/
48,84%,Harry Potter and the Half-Blood Prince (2009),267,2009,/m/harry_potter_and_the_half_blood_prince/
49,83%,Avatar (2009),293,2009,/m/avatar/
50,89%,World's Greatest Dad (2009),116,2009,/m/1213731-worlds_greatest_dad/
51,89%,Red Cliff (Chi Bi) (2009),113,2009,/m/red_cliff/
52,89%,Séraphine (2009),92,2009,/m/seraphine/
53,86%,The Girl with the Dragon Tattoo (2009),176,2009,/m/the_girl_with_the_dragon_tattoo_2009/
54,88%,Sin Nombre (2009),116,2009,/m/10009823-sin_nombre/
55,87%,Cloudy With a Chance of Meatballs (2009),139,2009,/m/1196077-cloudy_with_a_chance_of_meatballs/
56,87%,Bad Lieutenant: Port of Call New Orleans (2009),138,2009,/m/bad_lieutenant_port_of_call_new_orleans/
57,85%,A Single Man (2009),180,2009,/m/1218217-single_man/
58,84%,State of Play (2009),205,2009,/m/1193230-state_of_play/
59,84%,"I Love You, Man (2009)",202,2009,/m/i_love_you_man/
60,86%,The White Ribbon (Das weisse Band) (2009),138,2009,/m/white_ribbon/
61,84%,The Princess and the Frog (2009),185,2009,/m/1196003-princess_and_the_frog/
62,84%,Whip It (2009),180,2009,/m/whip_it/
63,85%,Me and Orson Welles (2009),151,2009,/m/1203732-me_and_orson_welles/
64,87%,Earth (Disneynature's Earth) (Planet Earth) (2009),91,2009,/m/1197228-earth/
65,85%,Tyson (2009),138,2009,/m/1208128-tyson/
66,88%,La Danse -- Le Ballet de l'Opera de Paris (2009),50,2009,/m/la-danse----le-ballet-de-lopera-de-paris/
67,83%,Paranormal Activity (2009),191,2009,/m/paranormal_activity/
68,87%,Amreeka (2009),70,2009,/m/1215792-amreeka/
69,86%,The House of the Devil (2009),94,2009,/m/house_of_the_devil/
70,87%,Pranzo di Ferragosto (Mid-August Lunch) (2009),63,2009,/m/mid_august_lunch/
71,87%,Treeless Mountain (2009),61,2009,/m/treeless_mountain/
72,86%,Big Fan (2009),87,2009,/m/1213684-big_fan/
73,83%,Bright Star (2009),158,2009,/m/bright_star/
74,81%,Michael Jackson's This Is It (2009),179,2009,/m/michael_jackson_this_is_it/
75,85%,Skin (2009),62,2009,/m/10011284-skin/
76,79%,The Hangover (2009),227,2009,/m/10010667-hangover/
77,83%,The September Issue (2009),111,2009,/m/september_issue/
78,79%,Gran Torino (2009),224,2009,/m/gran_torino/
79,84%,Soul Power (2009),73,2009,/m/soul_power/
80,79%,The Informant! (2009),213,2009,/m/1200661-informant/
81,81%,Broken Embraces (2009),147,2009,/m/broken_embraces/
82,83%,Pontypool (2009),80,2009,/m/pontypool/
83,83%,Black Dynamite (2009),60,2009,/m/black_dynamite/
84,81%,Bakjwi (Thirst) (2009),108,2009,/m/10011304-thirst/
85,83%,No Impact Man: The Documentary (2009),48,2009,/m/1213732-no_impact_man/
86,81%,Okuribito (Departures) (2009),104,2009,/m/10010675-departures/
87,80%,Humpday (2009),132,2009,/m/humpday/
88,81%,Bandslam (2009),98,2009,/m/bandslam/
89,83%,Collapse (2009),40,2009,/m/10011949-collapse/
91,76%,Invictus (2009),232,2009,/m/invictus/
92,80%,It Might Get Loud (2009),110,2009,/m/it_might_get_loud/
93,81%,We Live in Public (2009),47,2009,/m/1217389-we_live_in_public/
94,75%,Julie & Julia (2009),212,2009,/m/julie_and_julia/
95,75%,The Road (2009),203,2009,/m/10009460-the_road/
96,73%,Where the Wild Things Are (2009),253,2009,/m/where_the_wild_things_are/
97,75%,Capitalism: A Love Story (2009),178,2009,/m/capitalism_a_love_story/
98,76%,The Young Victoria (2009),147,2009,/m/young_victoria/
99,78%,"Politist, adj. (Police, Adjective) (2009)",73,2009,/m/police_adjective/
100,79%,A Summer In Genoa (2009),42,2009,/m/a_summer_in_genoa/
1,99%,Toy Story 3 (2010),290,2010,/m/toy_story_3/
2,96%,The Social Network (2010),290,2010,/m/the-social-network/
3,98%,How to Train Your Dragon (2010),201,2010,/m/1194522-how_to_train_your_dragon/
4,96%,True Grit (2010),262,2010,/m/true-grit-2010/
5,95%,The King's Speech (2010),265,2010,/m/the_kings_speech/
6,98%,Inside Job (2010),142,2010,/m/inside_job_2010/
7,100%,Waste Land (2010),68,2010,/m/waste-land/
8,97%,A Prophet (Un prophete) (2010),148,2010,/m/1213205-prophet/
9,100%,Last Train Home (2010),52,2010,/m/last_train_home-2009/
10,94%,The Town (2010),214,2010,/m/the_town/
11,93%,127 Hours (2010),217,2010,/m/127_hours/
12,95%,Animal Kingdom (2010),153,2010,/m/animal_kingdom/
13,98%,Marwencol (2010),58,2010,/m/marwencol/
14,93%,The Kids Are All Right (2010),209,2010,/m/10012141-kids_are_all_right/
15,96%,Restrepo (2010),112,2010,/m/restrepo/
16,96%,Exit Through The Gift Shop (2010),108,2010,/m/exit_through_the_gift_shop/
17,94%,Winter's Bone (2010),161,2010,/m/10012136-winters_bone/
18,97%,Ajami (2010),66,2010,/m/ajami/
19,97%,A Film Unfinished (2010),63,2010,/m/film_unfinished/
20,95%,Mother (Madeo) (2010),111,2010,/m/madeo/
21,90%,The Fighter (2010),236,2010,/m/the-fighter/
22,92%,Another Year (2010),164,2010,/m/another_year_2010/
23,95%,Best Worst Movie (2010),64,2010,/m/best_worst_movie/
24,95%,No One Knows About Persian Cats (Les Chats Persans) (2010),58,2010,/m/no_one_knows_about_persian_cats/
25,86%,Inception (2010),331,2010,/m/inception/
26,94%,Carlos (2010),64,2010,/m/carlos_2010/
27,89%,Tangled (2010),216,2010,/m/tangled/
28,87%,Black Swan (2010),275,2010,/m/black_swan_2010/
29,93%,The Tillman Story (2010),84,2010,/m/the_tillman_story/
30,91%,Fish Tank (2010),141,2010,/m/fish_tank/
31,94%,Samson and Delilah (2010),48,2010,/m/10011295-samson_and_delilah/
32,91%,The Secret in Their Eyes (El Secreto de Sus Ojos) (2010),133,2010,/m/secret_in_their_eyes/
33,88%,Let Me In (2010),220,2010,/m/let_me_in/
34,92%,Vincere (2010),90,2010,/m/vincere/
35,93%,Boxing Gym (2010),42,2010,/m/boxing_gym/
36,91%,Joan Rivers: A Piece Of Work (2010),103,2010,/m/joan-rivers-a-piece-of-work/
37,93%,Lourdes (2010),40,2010,/m/lourdes/
38,88%,Blue Valentine (2010),194,2010,/m/blue_valentine/
39,92%,Dogtooth (Kynodontas) (2010),62,2010,/m/dogtooth/
40,90%,The Illusionist (L'illusionniste) (2010),121,2010,/m/the_illusionist-2009/
41,91%,The Secret of Kells (2010),80,2010,/m/the-secret-of-kells/
42,90%,Lebanon (Levanon) (2010),101,2010,/m/lebanon-2010/
43,91%,Client 9: The Rise and Fall of Eliot Spitzer (2010),68,2010,/m/untitled_eliot_spitzer_project/
44,87%,Unstoppable (2010),186,2010,/m/unstoppable-2010/
45,91%,The Father of My Children (Le pere de mes enfants) (2010),55,2010,/m/father_of_my_children/
46,89%,Waiting for Superman (2010),115,2010,/m/waiting_for_superman/
47,91%,Alamar (To the Sea) (2010),46,2010,/m/alamar/
48,86%,Rabbit Hole (2010),190,2010,/m/rabbit_hole/
49,89%,Rare Exports: A Christmas Tale (2010),96,2010,/m/rare_exports/
50,90%,Winnebago Man (2010),59,2010,/m/winnebago-man/
51,87%,Buried (2010),151,2010,/m/buried/
52,90%,My Dog Tulip (2010),58,2010,/m/my-dog-tulip/
53,90%,Cropsey (2010),41,2010,/m/cropsey/
54,85%,Easy A (2010),182,2010,/m/easy-a/
55,88%,White Material (2010),81,2010,/m/white_material/
56,89%,Terribly Happy (Frygtelig lykkelig) (2010),46,2010,/m/terribly_happy/
57,86%,Please Give (2010),135,2010,/m/0878835/
58,85%,Get Low (2010),142,2010,/m/get_low/
59,83%,The Ghost Writer (2010),197,2010,/m/10012063-ghost_writer/
60,81%,Scott Pilgrim vs. the World (2010),247,2010,/m/scott_pilgrims_vs_the_world/
61,86%,The Square (2010),83,2010,/m/square/
62,85%,Looking for Eric (2010),97,2010,/m/looking_for_eric/
63,86%,Red Riding Trilogy (2010),57,2010,/m/red_riding_trilogy/
64,85%,Farewell (L'affaire Farewell) (2010),75,2010,/m/farewell_2010/
65,81%,Despicable Me (2010),192,2010,/m/1214097-despicable_me/
66,85%,The Art Of The Steal (2010),60,2010,/m/art_of_the_steal/
67,85%,Kisses (2010),52,2010,/m/kisses2008/
68,78%,Harry Potter and the Deathly Hallows - Part 1 (2010),260,2010,/m/harry_potter_and_the_deathly_hallows_part_1/
69,82%,Four Lions (2010),126,2010,/m/four_lions/
70,84%,North Face (Nordwand) (2010),55,2010,/m/north_face/
